LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,4.23,E,Estimated value
JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.33,E,Estimated value
KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.01,E,Estimated value
LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.1,E,Estimated value
MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.09,E,Estimated value
NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.37,E,Estimated value
NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.51,E,Estimated value
NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.16,E,Estimated value
POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,2.1,E,Estimated value
PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,7.37,E,Estimated value
SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,4.82,E,Estimated value
ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,7.97,E,Estimated value
SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.75,E,Estimated value
CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.04,E,Estimated value
TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,2.53,E,Estimated value
GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.1,E,Estimated value
USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.1,E,Estimated value
BRA,Brazil,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.98,E,Estimated value
CHL,Chile,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.08,E,Estimated value
EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,2.64,E,Estimated value
ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,0.54,E,Estimated value
RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.11,E,Estimated value
SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,3.16,E,Estimated value
OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,HGH,High,PC,Percentage,0,units,,,1.76,E,Estimated value
AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,1.81,E,Estimated value
AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,2.39,E,Estimated value
BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,7.36,E,Estimated value
CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,1.94,E,Estimated value
CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,11.7,E,Estimated value
DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,2.91,E,Estimated value
FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.77,E,Estimated value
FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,6.61,E,Estimated value
DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,5.48,E,Estimated value
GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,20.53,E,Estimated value
HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,12.14,E,Estimated value
ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,1.55,E,Estimated value
IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,13.46,E,Estimated value
ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,9.21,E,Estimated value
JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,2.1,E,Estimated value
KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,0.01,E,Estimated value
LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.13,E,Estimated value
MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,0.07,E,Estimated value
NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.78,E,Estimated value
NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,1.15,E,Estimated value
NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,0.77,E,Estimated value
POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,7.77,E,Estimated value
PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,10.38,E,Estimated value
SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,28.73,E,Estimated value
ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,17.14,E,Estimated value
SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.56,E,Estimated value
CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.62,E,Estimated value
TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,2.33,E,Estimated value
GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.58,E,Estimated value
USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,4.54,E,Estimated value
BRA,Brazil,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,2.09,E,Estimated value
CHL,Chile,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,1.86,E,Estimated value
EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,6.97,E,Estimated value
ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,1.43,E,Estimated value
RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,3.33,E,Estimated value
SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,9.6,E,Estimated value
OECD,OECD - Total,JE_LTUR,Long-term unemployment rate,L,Value,LW,Low,PC,Percentage,0,units,,,4.65,E,Estimated value
AUS,Australia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,50449.0,,
AUT,Austria,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,45199.0,,
BEL,Belgium,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,48082.0,,
CAN,Canada,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,46911.0,,
CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,20338.0,,
DNK,Denmark,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,48347.0,,
FIN,Finland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,40060.0,,
FRA,France,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,40242.0,,
DEU,Germany,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,43682.0,,
GRC,Greece,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,25503.0,,
HUN,Hungary,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,20948.0,,
ISL,Iceland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,55716.0,E,Estimated value
IRL,Ireland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,49506.0,,
ITA,Italy,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,34561.0,,
JPN,Japan,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,35405.0,,
KOR,Korea,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,36354.0,,
LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,56021.0,,
MEX,Mexico,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,16193.0,E,Estimated value
NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,47590.0,,
NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,35609.0,,
NOR,Norway,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,50282.0,,
POL,Poland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,22655.0,,
PRT,Portugal,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,23688.0,,
SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,20307.0,,
ESP,Spain,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,34824.0,,
SWE,Sweden,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,40818.0,,
CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,54236.0,,
TUR,Turkey,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,16919.0,E,Estimated value
GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,41192.0,,
USA,United States,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,56340.0,,
BRA,Brazil,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,17177.0,E,Estimated value
CHL,Chile,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,22101.0,E,Estimated value
EST,Estonia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,18944.0,,
ISR,Israel,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,28817.0,,
RUS,Russia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,20885.0,E,Estimated value
SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,32037.0,,
OECD,OECD - Total,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,units,,,36118.0,,
AUS,Australia,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,54780.0,,
AUT,Austria,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,49141.0,E,Estimated value
BEL,Belgium,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,48997.0,E,Estimated value
CAN,Canada,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,51004.0,,
CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,22496.0,,
DNK,Denmark,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,50775.0,E,Estimated value
FIN,Finland,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,44665.0,E,Estimated value
FRA,France,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,43669.0,E,Estimated value
DEU,Germany,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,46582.0,E,Estimated value
GRC,Greece,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,26660.0,E,Estimated value
HUN,Hungary,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,23000.0,,
ISL,Iceland,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,62276.0,E,Estimated value
IRL,Ireland,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,53215.0,E,Estimated value
ITA,Italy,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,36634.0,E,Estimated value
JPN,Japan,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,39033.0,,
KOR,Korea,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,41373.0,,
LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,57792.0,E,Estimated value
MEX,Mexico,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,16849.0,E,Estimated value
NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,49210.0,E,Estimated value
NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,35609.0,,
NOR,Norway,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,53593.0,,
POL,Poland,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,24709.0,E,Estimated value
PRT,Portugal,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,25112.0,E,Estimated value
SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,22460.0,,
ESP,Spain,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,35987.0,E,Estimated value
SWE,Sweden,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,44432.0,E,Estimated value
CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,58309.0,E,Estimated value
TUR,Turkey,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,16870.0,E,Estimated value
GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,44937.0,,
USA,United States,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,62473.0,,
BRA,Brazil,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,18433.0,E,Estimated value
CHL,Chile,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,23192.0,E,Estimated value
EST,Estonia,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,21874.0,E,Estimated value
ISR,Israel,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,32418.0,E,Estimated value
RUS,Russia,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,22419.0,E,Estimated value
SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,33249.0,E,Estimated value
OECD,OECD - Total,JE_PEARN,Personal earnings,L,Value,MN,Men,USD,US Dollar,0,units,,,40250.0,E,Estimated value
AUS,Australia,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,43065.0,,
AUT,Austria,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,37852.0,E,Estimated value
BEL,Belgium,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,45440.0,E,Estimated value
CAN,Canada,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,42006.0,,
CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,17655.0,,
DNK,Denmark,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,43918.0,E,Estimated value
FIN,Finland,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,35249.0,E,Estimated value
FRA,France,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,35229.0,E,Estimated value
DEU,Germany,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,38456.0,E,Estimated value
GRC,Greece,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,23917.0,E,Estimated value
HUN,Hungary,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,18765.0,,
ISL,Iceland,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,47790.0,E,Estimated value
IRL,Ireland,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,43047.0,E,Estimated value
ITA,Italy,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,31353.0,E,Estimated value
JPN,Japan,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,27850.0,,
KOR,Korea,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,26725.0,,
LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,49774.0,E,Estimated value
MEX,Mexico,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,14621.0,E,Estimated value
NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,39273.0,E,Estimated value
NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,31498.0,,
NOR,Norway,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,45989.0,,
POL,Poland,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,20586.0,E,Estimated value
PRT,Portugal,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,22211.0,E,Estimated value
SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,17801.0,,
ESP,Spain,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,33187.0,E,Estimated value
SWE,Sweden,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,36216.0,E,Estimated value
CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,47016.0,E,Estimated value
TUR,Turkey,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,15865.0,E,Estimated value
GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,35388.0,,
USA,United States,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,48700.0,,
BRA,Brazil,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,15479.0,E,Estimated value
CHL,Chile,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,20158.0,E,Estimated value
EST,Estonia,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,15451.0,E,Estimated value
ISR,Israel,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,23797.0,E,Estimated value
RUS,Russia,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,18696.0,E,Estimated value
SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,29994.0,E,Estimated value
OECD,OECD - Total,JE_PEARN,Personal earnings,L,Value,WMN,Women,USD,US Dollar,0,units,,,31875.0,E,Estimated value
AUS,Australia,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,63976.0,E,Estimated value
AUT,Austria,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,57907.0,E,Estimated value
BEL,Belgium,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,58368.0,E,Estimated value
CAN,Canada,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,64774.0,E,Estimated value
CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,25025.0,E,Estimated value
DNK,Denmark,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,56276.0,E,Estimated value
FIN,Finland,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,49228.0,E,Estimated value
FRA,France,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,50443.0,E,Estimated value
DEU,Germany,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,56839.0,E,Estimated value
GRC,Greece,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,31866.0,E,Estimated value
HUN,Hungary,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,25748.0,E,Estimated value
ISL,Iceland,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,63415.0,E,Estimated value
IRL,Ireland,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,62359.0,E,Estimated value
ITA,Italy,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,41189.0,E,Estimated value
JPN,Japan,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,45463.0,E,Estimated value
KOR,Korea,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,51137.0,E,Estimated value
LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,71770.0,E,Estimated value
MEX,Mexico,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,19464.0,E,Estimated value
NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,59672.0,E,Estimated value
NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,43175.0,E,Estimated value
NOR,Norway,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,56046.0,E,Estimated value
POL,Poland,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,28712.0,E,Estimated value
PRT,Portugal,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,31448.0,E,Estimated value
SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,24546.0,E,Estimated value
ESP,Spain,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,45977.0,E,Estimated value
SWE,Sweden,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,51182.0,E,Estimated value
CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,68465.0,E,Estimated value
TUR,Turkey,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,17812.0,E,Estimated value
GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,52779.0,E,Estimated value
USA,United States,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,73601.0,E,Estimated value
BRA,Brazil,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,21103.0,E,Estimated value
CHL,Chile,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,26429.0,E,Estimated value
EST,Estonia,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,24816.0,E,Estimated value
ISR,Israel,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,39492.0,E,Estimated value
RUS,Russia,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,25777.0,E,Estimated value
SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,39711.0,E,Estimated value
OECD,OECD - Total,JE_PEARN,Personal earnings,L,Value,HGH,High,USD,US Dollar,0,units,,,42969.0,E,Estimated value
AUS,Australia,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,28402.0,E,Estimated value
AUT,Austria,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,26972.0,E,Estimated value
BEL,Belgium,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,33560.0,E,Estimated value
CAN,Canada,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,26687.0,E,Estimated value
CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,11570.0,E,Estimated value
DNK,Denmark,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,28524.0,E,Estimated value
FIN,Finland,JE_PEARN,Personal earnings,L,Value,LW,Low,USD,US Dollar,0,units,,,27078.0,E,Estimated value
